DEB [20241222-14:45:00.359] thr=1   paramiko.transport: starting thread (client mode): 0x9f915400
DEB [20241222-16:28:10.360] thr=1   paramiko.transport: HostKey: ssh-ed25519
DEB [20241222-16:28:10.360] thr=1   paramiko.transport: Cipher: aes128-ctr
DEB [20241222-16:28:10.361] thr=1   paramiko.transport: MAC: hmac-sha2-256
DEB [20241222-16:28:10.361] thr=1   paramiko.transport: Compression: none
DEB [20241222-16:28:10.361] thr=1   paramiko.transport: === End of kex handshake ===
DEB [20241222-16:28:10.367] thr=1   paramiko.transport: Resetting outbound seqno after NEWKEYS due to strict mode
DEB [20241222-16:28:10.367] thr=1   paramiko.transport: kex engine KexCurve25519 specified hash_algo <built-in function openssl_sha256>
DEB [20241222-16:28:10.368] thr=1   paramiko.transport: Switch to new keys ...
DEB [20241222-16:28:10.368] thr=1   paramiko.transport: Resetting inbound seqno after NEWKEYS due to strict mode
DEB [20241222-16:28:10.368] thr=2   paramiko.transport: Adding ssh-ed25519 host key for localhost: b'74eb7496e2cedf5bb043a19dcc68f534'
DEB [20241222-16:28:10.368] thr=1   paramiko.transport: Got EXT_INFO: {'server-sig-algs': b'ssh-ed25519,sk-ssh-ed25519@openssh.com,ecdsa-sha2-nistp256,ecdsa-sha2-nistp384,ecdsa-sha2-nistp521,sk-ecdsa-sha2-nistp256@openssh.com,webauthn-sk-ecdsa-sha2-nistp256@openssh.com,ssh-dss,ssh-rsa,rsa-sha2-256,rsa-sha2-512', 'publickey-hostbound@openssh.com': b'0', 'ping@openssh.com': b'0'}
DEB [20241222-16:28:10.682] thr=2   paramiko.transport: Trying discovered key b'921eabfd1b59d54a8f61d08725a20c03' in C:/Users/arte/.ssh/id_rsa_localhost
DEB [20241222-16:28:10.683] thr=1   paramiko.transport: userauth is OK
DEB [20241222-16:28:10.683] thr=1   paramiko.transport: Finalizing pubkey algorithm for key of type 'ssh-rsa'
DEB [20241222-16:28:10.683] thr=1   paramiko.transport: Our pubkey algorithm list: ['rsa-sha2-512', 'rsa-sha2-256', 'ssh-rsa']
DEB [20241222-16:28:10.683] thr=1   paramiko.transport: Server-side algorithm list: ['ssh-ed25519', 'sk-ssh-ed25519@openssh.com', 'ecdsa-sha2-nistp256', 'ecdsa-sha2-nistp384', 'ecdsa-sha2-nistp521', 'sk-ecdsa-sha2-nistp256@openssh.com', 'webauthn-sk-ecdsa-sha2-nistp256@openssh.com', 'ssh-dss', 'ssh-rsa', 'rsa-sha2-256', 'rsa-sha2-512']
DEB [20241222-16:28:10.683] thr=1   paramiko.transport: Agreed upon 'rsa-sha2-512' pubkey algorithm
INF [20241222-16:28:10.723] thr=1   paramiko.transport: Authentication (publickey) successful!
DEB [20241222-16:28:10.777] thr=1   paramiko.transport: Received global request "hostkeys-00@openssh.com"
DEB [20241222-16:28:10.777] thr=1   paramiko.transport: Rejecting "hostkeys-00@openssh.com" global request from server.
DEB [20241222-16:28:18.418] thr=1   paramiko.transport: EOF in transport thread
DEB [20241222-16:56:59.918] thr=1   paramiko.transport: starting thread (client mode): 0xa48da660
DEB [20241222-16:56:59.918] thr=1   paramiko.transport: Local version/idstring: SSH-2.0-paramiko_3.5.0
DEB [20241222-16:56:59.981] thr=1   paramiko.transport: Remote version/idstring: SSH-2.0-OpenSSH_for_Windows_9.5
INF [20241222-16:56:59.981] thr=1   paramiko.transport: Connected (version 2.0, client OpenSSH_for_Windows_9.5)
DEB [20241222-16:57:00.031] thr=1   paramiko.transport: === Key exchange possibilities ===
DEB [20241222-16:57:00.031] thr=1   paramiko.transport: kex algos: curve25519-sha256, curve25519-sha256@libssh.org, ecdh-sha2-nistp256, ecdh-sha2-nistp384, ecdh-sha2-nistp521, diffie-hellman-group-exchange-sha256, diffie-hellman-group16-sha512, diffie-hellman-group18-sha512, diffie-hellman-group14-sha256, kex-strict-s-v00@openssh.com
DEB [20241222-16:57:00.031] thr=1   paramiko.transport: server key: rsa-sha2-512, rsa-sha2-256, ecdsa-sha2-nistp256, ssh-ed25519
DEB [20241222-16:57:00.032] thr=1   paramiko.transport: client encrypt: chacha20-poly1305@openssh.com, aes128-ctr, aes192-ctr, aes256-ctr, aes128-gcm@openssh.com, aes256-gcm@openssh.com
DEB [20241222-16:57:00.032] thr=1   paramiko.transport: server encrypt: chacha20-poly1305@openssh.com, aes128-ctr, aes192-ctr, aes256-ctr, aes128-gcm@openssh.com, aes256-gcm@openssh.com
DEB [20241222-16:57:00.032] thr=1   paramiko.transport: client mac: umac-64-etm@openssh.com, umac-128-etm@openssh.com, hmac-sha2-256-etm@openssh.com, hmac-sha2-512-etm@openssh.com, umac-64@openssh.com, umac-128@openssh.com, hmac-sha2-256, hmac-sha2-512
DEB [20241222-16:57:00.032] thr=1   paramiko.transport: server mac: umac-64-etm@openssh.com, umac-128-etm@openssh.com, hmac-sha2-256-etm@openssh.com, hmac-sha2-512-etm@openssh.com, umac-64@openssh.com, umac-128@openssh.com, hmac-sha2-256, hmac-sha2-512
DEB [20241222-16:57:00.032] thr=1   paramiko.transport: client compress: none, zlib@openssh.com
DEB [20241222-16:57:00.032] thr=1   paramiko.transport: server compress: none, zlib@openssh.com
DEB [20241222-16:57:00.032] thr=1   paramiko.transport: client lang: <none>
DEB [20241222-16:57:00.032] thr=1   paramiko.transport: server lang: <none>
DEB [20241222-16:57:00.032] thr=1   paramiko.transport: kex follows: False
DEB [20241222-16:57:00.032] thr=1   paramiko.transport: === Key exchange agreements ===
DEB [20241222-16:57:00.032] thr=1   paramiko.transport: Strict kex mode: True
DEB [20241222-16:57:00.033] thr=1   paramiko.transport: Kex: curve25519-sha256@libssh.org
DEB [20241222-16:57:00.033] thr=1   paramiko.transport: HostKey: ssh-ed25519
DEB [20241222-16:57:00.033] thr=1   paramiko.transport: Cipher: aes128-ctr
DEB [20241222-16:57:00.033] thr=1   paramiko.transport: MAC: hmac-sha2-256
DEB [20241222-16:57:00.033] thr=1   paramiko.transport: Compression: none
DEB [20241222-16:57:00.033] thr=1   paramiko.transport: === End of kex handshake ===
DEB [20241222-16:57:00.039] thr=1   paramiko.transport: Resetting outbound seqno after NEWKEYS due to strict mode
DEB [20241222-16:57:00.039] thr=1   paramiko.transport: kex engine KexCurve25519 specified hash_algo <built-in function openssl_sha256>
DEB [20241222-16:57:00.040] thr=1   paramiko.transport: Switch to new keys ...
DEB [20241222-16:57:00.040] thr=1   paramiko.transport: Resetting inbound seqno after NEWKEYS due to strict mode
DEB [20241222-16:57:00.040] thr=1   paramiko.transport: Got EXT_INFO: {'server-sig-algs': b'ssh-ed25519,sk-ssh-ed25519@openssh.com,ecdsa-sha2-nistp256,ecdsa-sha2-nistp384,ecdsa-sha2-nistp521,sk-ecdsa-sha2-nistp256@openssh.com,webauthn-sk-ecdsa-sha2-nistp256@openssh.com,ssh-dss,ssh-rsa,rsa-sha2-256,rsa-sha2-512', 'publickey-hostbound@openssh.com': b'0', 'ping@openssh.com': b'0'}
DEB [20241222-16:57:00.041] thr=2   paramiko.transport: Adding ssh-ed25519 host key for localhost: b'74eb7496e2cedf5bb043a19dcc68f534'
DEB [20241222-16:57:00.384] thr=2   paramiko.transport: Trying discovered key b'921eabfd1b59d54a8f61d08725a20c03' in C:/Users/arte/.ssh/id_rsa_localhost
DEB [20241222-16:57:00.385] thr=1   paramiko.transport: userauth is OK
DEB [20241222-16:57:00.385] thr=1   paramiko.transport: Finalizing pubkey algorithm for key of type 'ssh-rsa'
DEB [20241222-16:57:00.385] thr=1   paramiko.transport: Our pubkey algorithm list: ['rsa-sha2-512', 'rsa-sha2-256', 'ssh-rsa']
DEB [20241222-16:57:00.385] thr=1   paramiko.transport: Server-side algorithm list: ['ssh-ed25519', 'sk-ssh-ed25519@openssh.com', 'ecdsa-sha2-nistp256', 'ecdsa-sha2-nistp384', 'ecdsa-sha2-nistp521', 'sk-ecdsa-sha2-nistp256@openssh.com', 'webauthn-sk-ecdsa-sha2-nistp256@openssh.com', 'ssh-dss', 'ssh-rsa', 'rsa-sha2-256', 'rsa-sha2-512']
DEB [20241222-16:57:00.385] thr=1   paramiko.transport: Agreed upon 'rsa-sha2-512' pubkey algorithm
INF [20241222-16:57:00.415] thr=1   paramiko.transport: Authentication (publickey) successful!
DEB [20241222-16:57:00.415] thr=2   paramiko.transport: [chan 0] Max packet in: 32768 bytes
DEB [20241222-16:57:00.470] thr=1   paramiko.transport: Received global request "hostkeys-00@openssh.com"
DEB [20241222-16:57:00.471] thr=1   paramiko.transport: Rejecting "hostkeys-00@openssh.com" global request from server.
DEB [20241222-16:57:00.471] thr=1   paramiko.transport: [chan 0] Max packet out: 32768 bytes
DEB [20241222-16:57:00.471] thr=1   paramiko.transport: Secsh channel 0 opened.
DEB [20241222-16:57:00.481] thr=1   paramiko.transport: [chan 0] Sesch channel 0 request ok
DEB [20241222-16:57:00.597] thr=1   paramiko.transport: [chan 0] EOF received (0)
DEB [20241222-16:57:00.600] thr=1   paramiko.transport: [chan 0] EOF sent (0)
DEB [20241222-16:57:00.610] thr=1   paramiko.transport: EOF in transport thread
DEB [20241222-16:58:45.773] thr=1   paramiko.transport: starting thread (client mode): 0xe6f2a510
DEB [20241222-16:58:45.774] thr=1   paramiko.transport: Local version/idstring: SSH-2.0-paramiko_3.5.0
DEB [20241222-16:58:45.821] thr=1   paramiko.transport: Remote version/idstring: SSH-2.0-OpenSSH_for_Windows_9.5
INF [20241222-16:58:45.821] thr=1   paramiko.transport: Connected (version 2.0, client OpenSSH_for_Windows_9.5)
DEB [20241222-16:58:45.858] thr=1   paramiko.transport: === Key exchange possibilities ===
DEB [20241222-16:58:45.858] thr=1   paramiko.transport: kex algos: curve25519-sha256, curve25519-sha256@libssh.org, ecdh-sha2-nistp256, ecdh-sha2-nistp384, ecdh-sha2-nistp521, diffie-hellman-group-exchange-sha256, diffie-hellman-group16-sha512, diffie-hellman-group18-sha512, diffie-hellman-group14-sha256, kex-strict-s-v00@openssh.com
DEB [20241222-16:58:45.858] thr=1   paramiko.transport: server key: rsa-sha2-512, rsa-sha2-256, ecdsa-sha2-nistp256, ssh-ed25519
DEB [20241222-16:58:45.858] thr=1   paramiko.transport: client encrypt: chacha20-poly1305@openssh.com, aes128-ctr, aes192-ctr, aes256-ctr, aes128-gcm@openssh.com, aes256-gcm@openssh.com
DEB [20241222-16:58:45.858] thr=1   paramiko.transport: server encrypt: chacha20-poly1305@openssh.com, aes128-ctr, aes192-ctr, aes256-ctr, aes128-gcm@openssh.com, aes256-gcm@openssh.com
DEB [20241222-16:58:45.858] thr=1   paramiko.transport: client mac: umac-64-etm@openssh.com, umac-128-etm@openssh.com, hmac-sha2-256-etm@openssh.com, hmac-sha2-512-etm@openssh.com, umac-64@openssh.com, umac-128@openssh.com, hmac-sha2-256, hmac-sha2-512
DEB [20241222-16:58:45.858] thr=1   paramiko.transport: server mac: umac-64-etm@openssh.com, umac-128-etm@openssh.com, hmac-sha2-256-etm@openssh.com, hmac-sha2-512-etm@openssh.com, umac-64@openssh.com, umac-128@openssh.com, hmac-sha2-256, hmac-sha2-512
DEB [20241222-16:58:45.858] thr=1   paramiko.transport: client compress: none, zlib@openssh.com
DEB [20241222-16:58:45.859] thr=1   paramiko.transport: server compress: none, zlib@openssh.com
DEB [20241222-16:58:45.859] thr=1   paramiko.transport: client lang: <none>
DEB [20241222-16:58:45.859] thr=1   paramiko.transport: server lang: <none>
DEB [20241222-16:58:45.859] thr=1   paramiko.transport: kex follows: False
DEB [20241222-16:58:45.859] thr=1   paramiko.transport: === Key exchange agreements ===
DEB [20241222-16:58:45.859] thr=1   paramiko.transport: Strict kex mode: True
DEB [20241222-16:58:45.859] thr=1   paramiko.transport: Kex: curve25519-sha256@libssh.org
DEB [20241222-16:58:45.859] thr=1   paramiko.transport: HostKey: ssh-ed25519
DEB [20241222-16:58:45.859] thr=1   paramiko.transport: Cipher: aes128-ctr
DEB [20241222-16:58:45.859] thr=1   paramiko.transport: MAC: hmac-sha2-256
DEB [20241222-16:58:45.859] thr=1   paramiko.transport: Compression: none
DEB [20241222-16:58:45.859] thr=1   paramiko.transport: === End of kex handshake ===
DEB [20241222-16:58:45.864] thr=1   paramiko.transport: Resetting outbound seqno after NEWKEYS due to strict mode
DEB [20241222-16:58:45.865] thr=1   paramiko.transport: kex engine KexCurve25519 specified hash_algo <built-in function openssl_sha256>
DEB [20241222-16:58:45.865] thr=1   paramiko.transport: Switch to new keys ...
DEB [20241222-16:58:45.865] thr=1   paramiko.transport: Resetting inbound seqno after NEWKEYS due to strict mode
DEB [20241222-16:58:45.865] thr=2   paramiko.transport: Adding ssh-ed25519 host key for localhost: b'74eb7496e2cedf5bb043a19dcc68f534'
DEB [20241222-16:58:45.866] thr=1   paramiko.transport: Got EXT_INFO: {'server-sig-algs': b'ssh-ed25519,sk-ssh-ed25519@openssh.com,ecdsa-sha2-nistp256,ecdsa-sha2-nistp384,ecdsa-sha2-nistp521,sk-ecdsa-sha2-nistp256@openssh.com,webauthn-sk-ecdsa-sha2-nistp256@openssh.com,ssh-dss,ssh-rsa,rsa-sha2-256,rsa-sha2-512', 'publickey-hostbound@openssh.com': b'0', 'ping@openssh.com': b'0'}
DEB [20241222-16:58:46.159] thr=2   paramiko.transport: Trying discovered key b'921eabfd1b59d54a8f61d08725a20c03' in C:/Users/arte/.ssh/id_rsa_localhost
DEB [20241222-16:58:46.160] thr=1   paramiko.transport: userauth is OK
DEB [20241222-16:58:46.160] thr=1   paramiko.transport: Finalizing pubkey algorithm for key of type 'ssh-rsa'
DEB [20241222-16:58:46.160] thr=1   paramiko.transport: Our pubkey algorithm list: ['rsa-sha2-512', 'rsa-sha2-256', 'ssh-rsa']
DEB [20241222-16:58:46.160] thr=1   paramiko.transport: Server-side algorithm list: ['ssh-ed25519', 'sk-ssh-ed25519@openssh.com', 'ecdsa-sha2-nistp256', 'ecdsa-sha2-nistp384', 'ecdsa-sha2-nistp521', 'sk-ecdsa-sha2-nistp256@openssh.com', 'webauthn-sk-ecdsa-sha2-nistp256@openssh.com', 'ssh-dss', 'ssh-rsa', 'rsa-sha2-256', 'rsa-sha2-512']
DEB [20241222-16:58:46.160] thr=1   paramiko.transport: Agreed upon 'rsa-sha2-512' pubkey algorithm
INF [20241222-16:58:46.189] thr=1   paramiko.transport: Authentication (publickey) successful!
DEB [20241222-16:58:46.190] thr=2   paramiko.transport: [chan 0] Max packet in: 32768 bytes
DEB [20241222-16:58:46.228] thr=1   paramiko.transport: Received global request "hostkeys-00@openssh.com"
DEB [20241222-16:58:46.228] thr=1   paramiko.transport: Rejecting "hostkeys-00@openssh.com" global request from server.
DEB [20241222-16:58:46.228] thr=1   paramiko.transport: [chan 0] Max packet out: 32768 bytes
DEB [20241222-16:58:46.228] thr=1   paramiko.transport: Secsh channel 0 opened.
DEB [20241222-16:58:46.234] thr=1   paramiko.transport: [chan 0] Sesch channel 0 request ok
DEB [20241222-16:58:46.710] thr=1   paramiko.transport: [chan 0] EOF received (0)
DEB [20241222-16:58:46.712] thr=1   paramiko.transport: [chan 0] EOF sent (0)
DEB [20241222-16:58:46.726] thr=1   paramiko.transport: EOF in transport thread
DEB [20241222-17:30:58.945] thr=1   paramiko.transport: starting thread (client mode): 0x9fddd8d0
DEB [20241222-17:30:58.946] thr=1   paramiko.transport: Local version/idstring: SSH-2.0-paramiko_3.5.0
DEB [20241222-17:30:59.183] thr=1   paramiko.transport: Remote version/idstring: SSH-2.0-OpenSSH_for_Windows_9.5
INF [20241222-17:30:59.183] thr=1   paramiko.transport: Connected (version 2.0, client OpenSSH_for_Windows_9.5)
DEB [20241222-17:30:59.247] thr=1   paramiko.transport: === Key exchange possibilities ===
DEB [20241222-17:30:59.247] thr=1   paramiko.transport: kex algos: curve25519-sha256, curve25519-sha256@libssh.org, ecdh-sha2-nistp256, ecdh-sha2-nistp384, ecdh-sha2-nistp521, diffie-hellman-group-exchange-sha256, diffie-hellman-group16-sha512, diffie-hellman-group18-sha512, diffie-hellman-group14-sha256, kex-strict-s-v00@openssh.com
DEB [20241222-17:30:59.247] thr=1   paramiko.transport: server key: rsa-sha2-512, rsa-sha2-256, ecdsa-sha2-nistp256, ssh-ed25519
DEB [20241222-17:30:59.247] thr=1   paramiko.transport: client encrypt: chacha20-poly1305@openssh.com, aes128-ctr, aes192-ctr, aes256-ctr, aes128-gcm@openssh.com, aes256-gcm@openssh.com
DEB [20241222-17:30:59.247] thr=1   paramiko.transport: server encrypt: chacha20-poly1305@openssh.com, aes128-ctr, aes192-ctr, aes256-ctr, aes128-gcm@openssh.com, aes256-gcm@openssh.com
DEB [20241222-17:30:59.247] thr=1   paramiko.transport: client mac: umac-64-etm@openssh.com, umac-128-etm@openssh.com, hmac-sha2-256-etm@openssh.com, hmac-sha2-512-etm@openssh.com, umac-64@openssh.com, umac-128@openssh.com, hmac-sha2-256, hmac-sha2-512
DEB [20241222-17:30:59.247] thr=1   paramiko.transport: server mac: umac-64-etm@openssh.com, umac-128-etm@openssh.com, hmac-sha2-256-etm@openssh.com, hmac-sha2-512-etm@openssh.com, umac-64@openssh.com, umac-128@openssh.com, hmac-sha2-256, hmac-sha2-512
DEB [20241222-17:30:59.247] thr=1   paramiko.transport: client compress: none, zlib@openssh.com
DEB [20241222-17:30:59.247] thr=1   paramiko.transport: server compress: none, zlib@openssh.com
DEB [20241222-17:30:59.247] thr=1   paramiko.transport: client lang: <none>
DEB [20241222-17:30:59.247] thr=1   paramiko.transport: server lang: <none>
DEB [20241222-17:30:59.247] thr=1   paramiko.transport: kex follows: False
DEB [20241222-17:30:59.248] thr=1   paramiko.transport: === Key exchange agreements ===
DEB [20241222-17:30:59.248] thr=1   paramiko.transport: Strict kex mode: True
DEB [20241222-17:30:59.248] thr=1   paramiko.transport: Kex: curve25519-sha256@libssh.org
DEB [20241222-17:30:59.248] thr=1   paramiko.transport: HostKey: ssh-ed25519
DEB [20241222-17:30:59.248] thr=1   paramiko.transport: Cipher: aes128-ctr
DEB [20241222-17:30:59.248] thr=1   paramiko.transport: MAC: hmac-sha2-256
DEB [20241222-17:30:59.248] thr=1   paramiko.transport: Compression: none
DEB [20241222-17:30:59.248] thr=1   paramiko.transport: === End of kex handshake ===
DEB [20241222-17:30:59.258] thr=1   paramiko.transport: Resetting outbound seqno after NEWKEYS due to strict mode
DEB [20241222-17:30:59.258] thr=1   paramiko.transport: kex engine KexCurve25519 specified hash_algo <built-in function openssl_sha256>
DEB [20241222-17:30:59.259] thr=1   paramiko.transport: Switch to new keys ...
DEB [20241222-17:30:59.260] thr=1   paramiko.transport: Resetting inbound seqno after NEWKEYS due to strict mode
DEB [20241222-17:30:59.260] thr=2   paramiko.transport: Adding ssh-ed25519 host key for localhost: b'74eb7496e2cedf5bb043a19dcc68f534'
DEB [20241222-17:30:59.260] thr=1   paramiko.transport: Got EXT_INFO: {'server-sig-algs': b'ssh-ed25519,sk-ssh-ed25519@openssh.com,ecdsa-sha2-nistp256,ecdsa-sha2-nistp384,ecdsa-sha2-nistp521,sk-ecdsa-sha2-nistp256@openssh.com,webauthn-sk-ecdsa-sha2-nistp256@openssh.com,ssh-dss,ssh-rsa,rsa-sha2-256,rsa-sha2-512', 'publickey-hostbound@openssh.com': b'0', 'ping@openssh.com': b'0'}
DEB [20241222-17:30:59.725] thr=2   paramiko.transport: Trying discovered key b'921eabfd1b59d54a8f61d08725a20c03' in C:/Users/arte/.ssh/id_rsa_localhost
DEB [20241222-17:30:59.726] thr=1   paramiko.transport: userauth is OK
DEB [20241222-17:30:59.726] thr=1   paramiko.transport: Finalizing pubkey algorithm for key of type 'ssh-rsa'
DEB [20241222-17:30:59.726] thr=1   paramiko.transport: Our pubkey algorithm list: ['rsa-sha2-512', 'rsa-sha2-256', 'ssh-rsa']
DEB [20241222-17:30:59.726] thr=1   paramiko.transport: Server-side algorithm list: ['ssh-ed25519', 'sk-ssh-ed25519@openssh.com', 'ecdsa-sha2-nistp256', 'ecdsa-sha2-nistp384', 'ecdsa-sha2-nistp521', 'sk-ecdsa-sha2-nistp256@openssh.com', 'webauthn-sk-ecdsa-sha2-nistp256@openssh.com', 'ssh-dss', 'ssh-rsa', 'rsa-sha2-256', 'rsa-sha2-512']
DEB [20241222-17:30:59.726] thr=1   paramiko.transport: Agreed upon 'rsa-sha2-512' pubkey algorithm
INF [20241222-17:30:59.792] thr=1   paramiko.transport: Authentication (publickey) successful!
DEB [20241222-17:30:59.792] thr=2   paramiko.transport: [chan 0] Max packet in: 32768 bytes
